"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097386","GO:0097386","glial cell projection","2/461","11/5203",0.254148630611529,0.647473892272228,0.536642158622087,"APP/EZR",2
"GO:0032994","GO:0032994","protein-lipid complex","3/461","20/5203",0.258631595959973,0.654995994502181,0.542876660470327,"SAA1/DBI/CLU",3
"GO:0031301","GO:0031301","integral component of organelle membrane","17/461","163/5203",0.274173988465718,0.690273335666631,0.572115381504316,"STEAP2/HSPA5/CALR/CANX/HLA-C/PDIA3/B2M/HLA-DRA/HLA-E/HLA-B/SCD/HLA-DRB5/HLA-A/CD74/SEC61A1/HLA-DRB1/ELOVL5",17
"GO:0012506","GO:0012506","vesicle membrane","45/461","464/5203",0.276683541420152,0.692517869753362,0.573975706116289,"ACP3/ANPEP/STEAP2/OR51E2/RHOB/DEGS1/CALR/HLA-C/PDIA3/B2M/APLP2/PSAP/CD63/LAPTM4A/NDRG1/HLA-DRA/RPS27A/HLA-E/HLA-B/PIGR/BSG/COPG1/SYNGR2/HSPA8/HLA-DRB5/HLA-A/ORMDL3/ERBB2/STARD3/IFITM3/CD177/CPE/GP2/CD74/BST2/PMEPA1/ATP6V0E1/SCGN/STEAP4/DDOST/LGALS3/UBC/GPRC5A/AP2S1/HLA-DRB1",45
"GO:0005884","GO:0005884","actin filament","7/461","60/5203",0.279514807674681,0.695536847004439,0.576477908117304,"ACTG1/PDLIM5/ACTB/TPM2/EZR/FLNA/LMOD1",7
"GO:0045177","GO:0045177","apical part of cell","17/461","164/5203",0.282733073919233,0.699478356285732,0.579744727172385,"ACTG1/HSP90AB1/SLC44A4/APP/PLPP1/EPCAM/CLDN4/SHROOM1/ERBB2/EZR/MYL12B/GP2/IGFBP2/BST2/CIB1/ATP6V1G1/ADGRF5",17
"GO:0005771","GO:0005771","multivesicular body","4/461","32/5203",0.313825874983854,0.763320660877322,0.632658786806831,"CD63/CD74/BST2/SFTPA2",4
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","4/461","32/5203",0.313825874983854,0.763320660877322,0.632658786806831,"ATP5F1B/ATP8/ATP6V0E1/ATP6V1G1",4
"GO:0098802","GO:0098802","plasma membrane signaling receptor complex","5/461","42/5203",0.313888869893478,0.763320660877322,0.632658786806831,"TRGC1/B2M/RAMP1/ERBB2/TRGC2",5
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","18/461","179/5203",0.320467033560204,0.766416844997863,0.635224979744909,"STEAP2/HSPA5/CALR/CANX/HLA-C/PDIA3/B2M/HLA-DRA/HLA-E/HLA-B/SCD/HLA-DRB5/HLA-A/PGAP3/CD74/SEC61A1/HLA-DRB1/ELOVL5",18
"GO:0005685","GO:0005685","U1 snRNP","2/461","13/5203",0.322324841354242,0.766416844997863,0.635224979744909,"RNVU1-7/RNVU1-15",2
"GO:0034364","GO:0034364","high-density lipoprotein particle","2/461","13/5203",0.322324841354242,0.766416844997863,0.635224979744909,"SAA1/CLU",2
"GO:0099738","GO:0099738","cell cortex region","2/461","13/5203",0.322324841354242,0.766416844997863,0.635224979744909,"MYL12B/ENO1",2
"GO:0030665","GO:0030665","clathrin-coated vesicle membrane","6/461","53/5203",0.327847938301656,0.775242638635961,0.642540012838954,"HLA-DRA/HSPA8/HLA-DRB5/CD74/AP2S1/HLA-DRB1",6
"GO:0001726","GO:0001726","ruffle","8/461","74/5203",0.331745724534416,0.780149286267748,0.646606762105832,"S100A11/EEF1A1/EZR/S100A6/ARF4/CIB1/CFL1/MYH9",8
"GO:0043005","GO:0043005","neuron projection","36/461","376/5203",0.333607113299345,0.780239587388632,0.646681605877937,"ACTG1/ND1/HSP90AB1/YWHAE/HSP90AA1/BASP1/RPLP0/ND5/CANX/ACTB/APP/APOD/RPS6/HSPB1/VSTM2L/BSG/ATF4/ARF1/CKB/HSPA8/ASS1/PPP1R1B/ALDH1A1/RACK1/SCGN/ARF4/CIB1/NEFH/IFT57/RPL28/FLNA/ELOVL5/CLU/CAMK2N1/RGS2/S100A4",36
"GO:0032432","GO:0032432","actin filament bundle","6/461","54/5203",0.344084830395248,0.789236358977058,0.654138349668639,"PDLIM5/MYL9/MYL12B/MYH9/FLNA/PGM5",6
"GO:0005740","GO:0005740","mitochondrial envelope","34/461","356/5203",0.345424101501425,0.789236358977058,0.654138349668639,"ND1/ND6/ND5/DEGS1/ND4L/SLC25A6/ATP5F1B/TXNIP/ATP8/PLA2G2A/RPS27A/IFI6/TMBIM6/GOLPH3/MRPL41/NDUFS5/COX7C/COX8A/ASS1/SLC25A5/MAOB/HSPD1/NDUFB11/IFI27/NDUFS6/NDUFB7/ND2/MAOA/COX5B/NDUFA1/LGALS3/MCL1/UBC/CLU",34
"GO:0030133","GO:0030133","transport vesicle","18/461","182/5203",0.346760794752428,0.789236358977058,0.654138349668639,"STEAP2/HLA-C/B2M/APP/HLA-DRA/HLA-E/BGN/HLA-B/COPG1/SYNGR2/HLA-DRB5/HLA-A/CPE/CHGA/CD74/SCGN/DEFA5/HLA-DRB1",18
"GO:0005798","GO:0005798","Golgi-associated vesicle","5/461","44/5203",0.350095759902936,0.789236358977058,0.654138349668639,"STEAP2/APP/ARF1/COPG1/NUCB1",5
"GO:0031966","GO:0031966","mitochondrial membrane","32/461","335/5203",0.351273556839302,0.789236358977058,0.654138349668639,"ND1/ND6/ND5/DEGS1/ND4L/SLC25A6/ATP5F1B/ATP8/PLA2G2A/RPS27A/IFI6/TMBIM6/MRPL41/NDUFS5/COX7C/COX8A/ASS1/SLC25A5/MAOB/HSPD1/NDUFB11/IFI27/NDUFS6/NDUFB7/ND2/MAOA/COX5B/NDUFA1/LGALS3/MCL1/UBC/CLU",32
"GO:0005743","GO:0005743","mitochondrial inner membrane","22/461","226/5203",0.352245406642651,0.789236358977058,0.654138349668639,"ND1/ND6/ND5/ND4L/SLC25A6/ATP5F1B/ATP8/IFI6/MRPL41/NDUFS5/COX7C/COX8A/SLC25A5/HSPD1/NDUFB11/NDUFS6/NDUFB7/ND2/COX5B/NDUFA1/LGALS3/CLU",22
"GO:0043679","GO:0043679","axon terminus","4/461","34/5203",0.355480536623736,0.789236358977058,0.654138349668639,"ACTG1/ACTB/HSPA8/SCGN",4
"GO:0005865","GO:0005865","striated muscle thin filament","2/461","14/5203",0.355893965613486,0.789236358977058,0.654138349668639,"TPM2/LMOD1",2
"GO:0022624","GO:0022624","proteasome accessory complex","2/461","14/5203",0.355893965613486,0.789236358977058,0.654138349668639,"PSMD3/PSME1",2
"GO:0033178","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","2/461","14/5203",0.355893965613486,0.789236358977058,0.654138349668639,"ATP5F1B/ATP6V1G1",2
"GO:0098685","GO:0098685","Schaffer collateral - CA1 synapse","3/461","24/5203",0.358970965147287,0.791956562283706,0.656392920535192,"ACTG1/ACTB/NEFH",3
"GO:0032587","GO:0032587","ruffle membrane","5/461","45/5203",0.368295813741182,0.804293009542179,0.666617669000773,"EEF1A1/EZR/ARF4/CIB1/CFL1",5
"GO:0015629","GO:0015629","actin cytoskeleton","22/461","228/5203",0.368321097827727,0.804293009542179,0.666617669000773,"ACTG1/EEF1A1/PDLIM5/MYL9/ACTB/CDH1/DSTN/ACTA2/TPM2/ACTG2/MYH11/H1-0/MYL6/SHROOM1/KRT19/EZR/MYL12B/CFL1/MYH9/FLNA/LMOD1/PGM5",22
"GO:0010494","GO:0010494","cytoplasmic stress granule","4/461","35/5203",0.376332596577778,0.807896773424297,0.669604556428894,"PABPC1/ZFP36/CSDE1/GRB7",4
"GO:0045121","GO:0045121","membrane raft","14/461","142/5203",0.377997901493101,0.807896773424297,0.669604556428894,"EEF2/CDH1/APP/PLPP1/BSG/CD24/SLC25A5/EZR/HSPD1/CD177/GP2/BST2/TRPM8/SDC4",14
"GO:0098857","GO:0098857","membrane microdomain","14/461","142/5203",0.377997901493101,0.807896773424297,0.669604556428894,"EEF2/CDH1/APP/PLPP1/BSG/CD24/SLC25A5/EZR/HSPD1/CD177/GP2/BST2/TRPM8/SDC4",14
"GO:0070069","GO:0070069","cytochrome complex","3/461","25/5203",0.383967583936703,0.807896773424297,0.669604556428894,"COX7C/COX8A/COX5B",3
"GO:0031225","GO:0031225","anchored component of membrane","5/461","46/5203",0.386505506435622,0.807896773424297,0.669604556428894,"PSCA/CD24/CD177/GP2/BST2",5
"GO:0033176","GO:0033176","proton-transporting V-type ATPase complex","2/461","15/5203",0.388847512442536,0.807896773424297,0.669604556428894,"ATP6V0E1/ATP6V1G1",2
"GO:0033177","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","2/461","15/5203",0.388847512442536,0.807896773424297,0.669604556428894,"ATP8/ATP6V0E1",2
"GO:0036379","GO:0036379","myofilament","2/461","15/5203",0.388847512442536,0.807896773424297,0.669604556428894,"TPM2/LMOD1",2
"GO:0043195","GO:0043195","terminal bouton","2/461","15/5203",0.388847512442536,0.807896773424297,0.669604556428894,"HSPA8/SCGN",2
"GO:0097733","GO:0097733","photoreceptor cell cilium","2/461","15/5203",0.388847512442536,0.807896773424297,0.669604556428894,"BSG/IFT57",2
"GO:0005789","GO:0005789","endoplasmic reticulum membrane","45/461","487/5203",0.403677431381983,0.832719149369424,0.690177947214698,"XBP1/HSPA5/DEGS1/CALR/CANX/HLA-C/PDIA3/HSP90B1/RDH11/B2M/DAD1/RPN2/PLA2G2A/HLA-DRA/RPS27A/RPS28/HLA-E/RPL27/HLA-B/BSG/CREB3L1/TMBIM6/SCD/COPG1/HLA-DRB5/EIF5A/DHCR24/HLA-A/ORMDL3/PGAP3/STARD3/OST4/HERPUD1/RPS26/CD74/IFI27/TRPM8/DDOST/EPHX1/UBC/SSR4/SEC61A1/HLA-DRB1/ELOVL5/SFTPA2",45
"GO:0031970","GO:0031970","organelle envelope lumen","5/461","47/5203",0.404685941749627,0.832719149369424,0.690177947214698,"APP/TXNIP/GOLPH3/NDUFS5/NDUFB7",5
"GO:0043025","GO:0043025","neuronal cell body","16/461","167/5203",0.409506302917943,0.838606208846313,0.695057285738336,"ND1/HSP90AB1/HSP90AA1/CANX/APP/APOD/CKB/ASS1/PPP1R1B/RACK1/CIB1/TRPM4/SERPINI1/FLNA/ELOVL5/CAMK2N1",16
"GO:0032154","GO:0032154","cleavage furrow","2/461","16/5203",0.421031120828902,0.845600239362495,0.700854108866603,"RHOB/MYH9",2
"GO:0044232","GO:0044232","organelle membrane contact site","2/461","16/5203",0.421031120828902,0.845600239362495,0.700854108866603,"CANX/STARD3",2
"GO:0001725","GO:0001725","stress fiber","5/461","48/5203",0.422800119681248,0.845600239362495,0.700854108866603,"PDLIM5/MYL9/MYL12B/MYH9/PGM5",5
"GO:0032588","GO:0032588","trans-Golgi network membrane","5/461","48/5203",0.422800119681248,0.845600239362495,0.700854108866603,"APP/HLA-DRA/HLA-DRB5/CD74/HLA-DRB1",5
"GO:0097517","GO:0097517","contractile actin filament bundle","5/461","48/5203",0.422800119681248,0.845600239362495,0.700854108866603,"PDLIM5/MYL9/MYL12B/MYH9/PGM5",5
"GO:0098827","GO:0098827","endoplasmic reticulum subcompartment","45/461","491/5203",0.426914151600839,0.846603183166731,0.701685373160818,"XBP1/HSPA5/DEGS1/CALR/CANX/HLA-C/PDIA3/HSP90B1/RDH11/B2M/DAD1/RPN2/PLA2G2A/HLA-DRA/RPS27A/RPS28/HLA-E/RPL27/HLA-B/BSG/CREB3L1/TMBIM6/SCD/COPG1/HLA-DRB5/EIF5A/DHCR24/HLA-A/ORMDL3/PGAP3/STARD3/OST4/HERPUD1/RPS26/CD74/IFI27/TRPM8/DDOST/EPHX1/UBC/SSR4/SEC61A1/HLA-DRB1/ELOVL5/SFTPA2",45
"GO:0030136","GO:0030136","clathrin-coated vesicle","8/461","81/5203",0.428863318694078,0.846603183166731,0.701685373160818,"STEAP2/HLA-DRA/HSPA8/HLA-DRB5/CD74/AP2S1/HLA-DRB1/SFTPA2",8
"GO:0005802","GO:0005802","trans-Golgi network","11/461","114/5203",0.430080534219731,0.846603183166731,0.701685373160818,"CDH1/APP/GRN/HLA-DRA/ARF1/GOLPH3/HLA-DRB5/CD74/NUCB1/FLNA/HLA-DRB1",11
"GO:0036477","GO:0036477","somatodendritic compartment","24/461","258/5203",0.432067001083389,0.846603183166731,0.701685373160818,"ND1/HSP90AB1/HSP90AA1/RPLP0/CANX/APP/APOD/RPS6/CKB/HSPA8/ASS1/PPP1R1B/RACK1/SCGN/ARF4/CIB1/TRPM4/SERPINI1/IFT57/RPL28/FLNA/ELOVL5/CLU/CAMK2N1",24
"GO:0005905","GO:0005905","clathrin-coated pit","3/461","27/5203",0.433191815685781,0.846603183166731,0.701685373160818,"APP/HSPD1/AP2S1",3
"GO:0030424","GO:0030424","axon","17/461","181/5203",0.437717107563327,0.848844184209115,0.703542769499439,"ACTG1/HSP90AB1/YWHAE/HSP90AA1/BASP1/CANX/ACTB/APP/HSPB1/VSTM2L/BSG/HSPA8/ALDH1A1/SCGN/CIB1/NEFH/FLNA",17
"GO:0005758","GO:0005758","mitochondrial intermembrane space","4/461","38/5203",0.438305057734146,0.848844184209115,0.703542769499439,"TXNIP/GOLPH3/NDUFS5/NDUFB7",4
"GO:0019866","GO:0019866","organelle inner membrane","23/461","248/5203",0.440942757329345,0.849766255816789,0.704307004944067,"ND1/ND6/ND5/ND4L/SLC25A6/ATP5F1B/ATP8/IFI6/MRPL41/NDUFS5/COX7C/COX8A/SLC25A5/HSPD1/NDUFB11/IFI27/NDUFS6/NDUFB7/ND2/COX5B/NDUFA1/LGALS3/CLU",23
"GO:0070820","GO:0070820","tertiary granule","8/461","82/5203",0.442752044502673,0.849766255816789,0.704307004944067,"B2M/ORM1/CRISP3/LTF/OLFM4/CD177/LGALS3/CST3",8
"GO:0005753","GO:0005753","mitochondrial proton-transporting ATP synthase complex","2/461","17/5203",0.452322498082445,0.860417907463496,0.713135353701913,"ATP5F1B/ATP8",2
"GO:0045259","GO:0045259","proton-transporting ATP synthase complex","2/461","17/5203",0.452322498082445,0.860417907463496,0.713135353701913,"ATP5F1B/ATP8",2
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network","45/461","497/5203",0.461998585688109,0.874682459310985,0.724958162291692,"XBP1/HSPA5/DEGS1/CALR/CANX/HLA-C/PDIA3/HSP90B1/RDH11/B2M/DAD1/RPN2/PLA2G2A/HLA-DRA/RPS27A/RPS28/HLA-E/RPL27/HLA-B/BSG/CREB3L1/TMBIM6/SCD/COPG1/HLA-DRB5/EIF5A/DHCR24/HLA-A/ORMDL3/PGAP3/STARD3/OST4/HERPUD1/RPS26/CD74/IFI27/TRPM8/DDOST/EPHX1/UBC/SSR4/SEC61A1/HLA-DRB1/ELOVL5/SFTPA2",45
"GO:0005887","GO:0005887","integral component of plasma membrane","34/461","374/5203",0.463908687531761,0.874682459310985,0.724958162291692,"TMPRSS2/DEGS1/FOLH1/CANX/GOLM1/HLA-C/APP/CD63/PLPP1/TSPAN1/HLA-DRA/VSIG2/BCAM/HLA-B/PIGR/CLDN3/BSG/CLDN4/TMBIM6/RAMP1/HLA-A/ERBB2/SLC25A5/TSPAN13/PLXNB2/TRGC2/TRPM8/TSPAN8/SDC1/GPRC5A/TRPM4/SLC1A5/HLA-DRB1/SDC4",34
"GO:0031941","GO:0031941","filamentous actin","2/461","18/5203",0.482626969070652,0.891899160629604,0.739227784388039,"ACTG1/PDLIM5",2
"GO:0034358","GO:0034358","plasma lipoprotein particle","2/461","18/5203",0.482626969070652,0.891899160629604,0.739227784388039,"SAA1/CLU",2
"GO:0097731","GO:0097731","9+0 non-motile cilium","2/461","18/5203",0.482626969070652,0.891899160629604,0.739227784388039,"BSG/IFT57",2
"GO:1990777","GO:1990777","lipoprotein particle","2/461","18/5203",0.482626969070652,0.891899160629604,0.739227784388039,"SAA1/CLU",2
"GO:0016324","GO:0016324","apical plasma membrane","13/461","141/5203",0.48345935809829,0.891899160629604,0.739227784388039,"HSP90AB1/SLC44A4/PLPP1/EPCAM/CLDN4/SHROOM1/ERBB2/EZR/GP2/IGFBP2/BST2/CIB1/ATP6V1G1",13
"GO:0042641","GO:0042641","actomyosin","5/461","52/5203",0.493925384740584,0.907296414888282,0.751989404371252,"PDLIM5/MYL9/MYL12B/MYH9/PGM5",5
"GO:0044306","GO:0044306","neuron projection terminus","4/461","42/5203",0.517812115966602,0.943079087803003,0.781646956688667,"ACTG1/ACTB/HSPA8/SCGN",4
"GO:0044853","GO:0044853","plasma membrane raft","4/461","42/5203",0.517812115966602,0.943079087803003,0.781646956688667,"CDH1/PLPP1/EZR/CD177",4
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","6/461","65/5203",0.521521656912397,0.945810462536043,0.783910786705968,"ANPEP/P4HB/HSPA5/CALR/COPG1/NUCB1",6
"GO:0009925","GO:0009925","basal plasma membrane","8/461","88/5203",0.524573456362802,0.947058113789913,0.784944870504674,"TACSTD2/HSP90AB1/EPCAM/BSG/CLDN4/ERBB2/EZR/SLC1A5",8
"GO:0000932","GO:0000932","P-body","3/461","31/5203",0.526635119350465,0.947058113789913,0.784944870504674,"ZFP36/CSDE1/ZFP36L1",3
"GO:0099513","GO:0099513","polymeric cytoskeletal fiber","19/461","214/5203",0.532813155876089,0.951131464465052,0.788320962923567,"ACTG1/SAA1/PDLIM5/ACTB/NDRG1/TPM2/DCXR/KRT8/SHROOM1/KRT19/KRT5/DES/EZR/KRT18/NEFH/KRT13/FLNA/HLA-DRB1/LMOD1",19
"GO:0031672","GO:0031672","A band","2/461","20/5203",0.540011555759363,0.951131464465052,0.788320962923567,"RPL15/ENO1",2
"GO:0032153","GO:0032153","cell division site","2/461","20/5203",0.540011555759363,0.951131464465052,0.788320962923567,"RHOB/MYH9",2
"GO:0048786","GO:0048786","presynaptic active zone","2/461","20/5203",0.540011555759363,0.951131464465052,0.788320962923567,"CANX/APP",2
"GO:0101031","GO:0101031","chaperone complex","2/461","20/5203",0.540011555759363,0.951131464465052,0.788320962923567,"HSP90AB1/HSPA8",2
"GO:0000785","GO:0000785","chromatin","29/461","331/5203",0.556411399111719,0.969854644022779,0.803839190938702,"FOSB/NR4A1/SPDEF/JUN/BASP1/ACTB/EGR1/TGM2/NKX3-1/H1-2/ATF4/H1-0/CREB3L1/NUCKS1/MAGED1/H2AJ/JUNB/SOX9/H2BC21/JUND/H1-10/CEBPD/H3-3B/HOXB13/ETV1/NOP53/ETV4/H2AC6/NCAPD3",29
"GO:0045178","GO:0045178","basal part of cell","8/461","91/5203",0.563896263941576,0.969854644022779,0.803839190938702,"TACSTD2/HSP90AB1/EPCAM/BSG/CLDN4/ERBB2/EZR/SLC1A5",8
"GO:0014704","GO:0014704","intercalated disc","2/461","21/5203",0.567007482322771,0.969854644022779,0.803839190938702,"DES/PGM5",2
"GO:0030137","GO:0030137","COPI-coated vesicle","2/461","21/5203",0.567007482322771,0.969854644022779,0.803839190938702,"ARF1/COPG1",2
"GO:0031985","GO:0031985","Golgi cisterna","4/461","45/5203",0.57382227964472,0.969854644022779,0.803839190938702,"GOLPH3/HLA-A/HSPD1/NUCB1",4
"GO:0019814","GO:0019814","immunoglobulin complex","9/461","104/5203",0.581094853309502,0.969854644022779,0.803839190938702,"IGKC/PIGR/IGHG1/IGHG2/IGHA1/IGLC3/IGLV4-69/IGHG4/IGLC2",9
"GO:0097730","GO:0097730","non-motile cilium","2/461","22/5203",0.592842459014573,0.969854644022779,0.803839190938702,"BSG/IFT57",2
"GO:0098858","GO:0098858","actin-based cell projection","7/461","82/5203",0.598883348764364,0.969854644022779,0.803839190938702,"ACP3/APP/ACTA2/ACTG2/DCXR/EZR/CIB1",7
"GO:0005741","GO:0005741","mitochondrial outer membrane","8/461","94/5203",0.601746184527301,0.969854644022779,0.803839190938702,"PLA2G2A/RPS27A/ASS1/MAOB/IFI27/MAOA/MCL1/UBC",8
"GO:0000153","GO:0000153","cytoplasmic ubiquitin ligase complex","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"ELOB",1
"GO:0000276","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"ATP8",1
"GO:0001891","GO:0001891","phagocytic cup","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"RACK1",1
"GO:0001917","GO:0001917","photoreceptor inner segment","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"BSG",1
"GO:0005687","GO:0005687","U4 snRNP","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"RNU4-2",1
"GO:0016471","GO:0016471","vacuolar proton-transporting V-type ATPase complex","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"ATP6V1G1",1
"GO:0031258","GO:0031258","lamellipodium membrane","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"CFL1",1
"GO:0032585","GO:0032585","multivesicular body membrane","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"CD63",1
"GO:0045263","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"ATP8",1
"GO:0099524","GO:0099524","postsynaptic cytosol","1/461","10/5203",0.604895831762284,0.969854644022779,0.803839190938702,"HSPA8",1
"GO:0005875","GO:0005875","microtubule associated complex","3/461","35/5203",0.610925384891249,0.969854644022779,0.803839190938702,"YWHAE/ACTA2/ACTG2",3
"GO:0000792","GO:0000792","heterochromatin","2/461","23/5203",0.617509885955972,0.969854644022779,0.803839190938702,"NOP53/NCAPD3",2
"GO:0009295","GO:0009295","nucleoid","2/461","23/5203",0.617509885955972,0.969854644022779,0.803839190938702,"ATP5F1B/SLC25A5",2
"GO:0042645","GO:0042645","mitochondrial nucleoid","2/461","23/5203",0.617509885955972,0.969854644022779,0.803839190938702,"ATP5F1B/SLC25A5",2
"GO:0043209","GO:0043209","myelin sheath","2/461","23/5203",0.617509885955972,0.969854644022779,0.803839190938702,"HSP90AA1/ERBB2",2
"GO:0005911","GO:0005911","cell-cell junction","18/461","213/5203",0.621646686596438,0.969854644022779,0.803839190938702,"ACTG1/S100A11/PDLIM5/ACTB/CDH1/APP/NDRG1/EPCAM/KRT8/CLDN3/CLDN4/ALOX15B/SHROOM1/DES/KRT18/MYH9/FLNA/PGM5",18
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","13/461","155/5203",0.625754587425105,0.969854644022779,0.803839190938702,"CDH1/APP/GRN/HLA-DRA/ARF1/GOLPH3/HLA-DRB5/HLA-A/HSPD1/CD74/NUCB1/FLNA/HLA-DRB1",13
"GO:0034399","GO:0034399","nuclear periphery","4/461","48/5203",0.625987361616444,0.969854644022779,0.803839190938702,"BASP1/KRT8/ATF4/CFL1",4
"GO:0090575","GO:0090575","RNA polymerase II transcription regulator complex","4/461","48/5203",0.625987361616444,0.969854644022779,0.803839190938702,"JUN/ATF4/JUNB/JUND",4
"GO:0001750","GO:0001750","photoreceptor outer segment","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"BSG",1
"GO:0005834","GO:0005834","heterotrimeric G-protein complex","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"GNB2",1
"GO:0005838","GO:0005838","proteasome regulatory particle","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"PSMD3",1
"GO:0030119","GO:0030119","AP-type membrane coat adaptor complex","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"AP2S1",1
"GO:0030126","GO:0030126","COPI vesicle coat","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"COPG1",1
"GO:0051233","GO:0051233","spindle midzone","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"APP",1
"GO:0099522","GO:0099522","cytosolic region","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"HSPA8",1
"GO:1905360","GO:1905360","GTPase complex","1/461","11/5203",0.63997055187736,0.969854644022779,0.803839190938702,"GNB2",1
"GO:0005782","GO:0005782","peroxisomal matrix","2/461","24/5203",0.641013424211307,0.969854644022779,0.803839190938702,"PRDX5/HSPD1",2
"GO:0031907","GO:0031907","microbody lumen","2/461","24/5203",0.641013424211307,0.969854644022779,0.803839190938702,"PRDX5/HSPD1",2
"GO:0036064","GO:0036064","ciliary basal body","2/461","24/5203",0.641013424211307,0.969854644022779,0.803839190938702,"EZR/IFT57",2
"GO:0005604","GO:0005604","basement membrane","4/461","49/5203",0.642447301913658,0.969854644022779,0.803839190938702,"TMEFF2/COL2A1/NPNT/PTN",4
"GO:0000502","GO:0000502","proteasome complex","3/461","37/5203",0.649117727611078,0.969854644022779,0.803839190938702,"HSPB1/PSMD3/PSME1",3
"GO:0005776","GO:0005776","autophagosome","3/461","37/5203",0.649117727611078,0.969854644022779,0.803839190938702,"FTL/RPN2/HSPA8",3
"GO:0016529","GO:0016529","sarcoplasmic reticulum","3/461","37/5203",0.649117727611078,0.969854644022779,0.803839190938702,"CALR/HSP90B1/RASD1",3
"GO:0005667","GO:0005667","transcription regulator complex","10/461","122/5203",0.650346455220882,0.969854644022779,0.803839190938702,"NR4A1/JUN/SKIL/GTF3C6/ATF4/H1-0/JUNB/SOX9/JUND/HOXB13",10
"GO:1905368","GO:1905368","peptidase complex","4/461","50/5203",0.658426046321651,0.978494263283565,0.810999918166654,"F3/HSPB1/PSMD3/PSME1",4
"GO:0036126","GO:0036126","sperm flagellum","2/461","25/5203",0.663365236409099,0.982423256688908,0.814256363758392,"ABHD2/HSPD1",2
"GO:0030125","GO:0030125","clathrin vesicle coat","1/461","12/5203",0.671937727452193,0.984895025169653,0.816305025780062,"AP2S1",1
"GO:0046930","GO:0046930","pore complex","1/461","12/5203",0.671937727452193,0.984895025169653,0.816305025780062,"SLC25A5",1
"GO:0070971","GO:0070971","endoplasmic reticulum exit site","1/461","12/5203",0.671937727452193,0.984895025169653,0.816305025780062,"HLA-A",1
"GO:0099568","GO:0099568","cytoplasmic region","5/461","64/5203",0.681481828596317,0.985376706253849,0.81670425481443,"CANX/HSPB1/MYL12B/IFT57/ENO1",5
"GO:1905369","GO:1905369","endopeptidase complex","3/461","39/5203",0.684569590814473,0.985376706253849,0.81670425481443,"HSPB1/PSMD3/PSME1",3
"GO:0005881","GO:0005881","cytoplasmic microtubule","2/461","26/5203",0.684584457505037,0.985376706253849,0.81670425481443,"SAA1/DCXR",2
"GO:0070160","GO:0070160","tight junction","4/461","52/5203",0.688916478514954,0.985376706253849,0.81670425481443,"ACTB/EPCAM/CLDN3/CLDN4",4
"GO:0005930","GO:0005930","axoneme","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"IFT57",1
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"NUCB1",1
"GO:0031430","GO:0031430","M band","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"ENO1",1
"GO:0036019","GO:0036019","endolysosome","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"AP2S1",1
"GO:0097014","GO:0097014","ciliary plasm","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"IFT57",1
"GO:0099056","GO:0099056","integral component of presynaptic membrane","1/461","13/5203",0.701072134627023,0.985376706253849,0.81670425481443,"CANX",1
"GO:0016363","GO:0016363","nuclear matrix","3/461","40/5203",0.70126639905349,0.985376706253849,0.81670425481443,"BASP1/KRT8/CFL1",3
"GO:0034702","GO:0034702","ion channel complex","3/461","40/5203",0.70126639905349,0.985376706253849,0.81670425481443,"CLIC1/CLDN4/TRPM4",3
